;CO(GT);PT08.S1(CO);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH;Month;Hour
302;3.0;1441.0;224.0;851.0;130.0;1829.0;10.0;74.2;0.9117;3;8
303;3.8;1498.0;244.0;684.0;132.0;2095.0;11.2;69.7;0.9232;3;9
304;3.4;1343.0;237.0;760.0;132.0;1857.0;12.0;62.9;0.8803;3;1
305;3.0;1308.0;220.0;792.0;131.0;1794.0;12.8;55.8;0.821;3;11
306;2.7;1209.0;207.0;837.0;129.0;1746.0;13.1;54.8;0.8234;3;12
307;3.5;1310.0;208.0;770.0;132.0;1847.0;13.8;53.4;0.8351;3;13
308;2.8;1171.0;160.0;881.0;110.0;1639.0;16.0;42.4;0.7674;3;14
309;1.9;1112.0;131.0;924.0;99.0;1589.0;14.1;49.8;0.7971;3;15
310;2.0;1132.0;128.0;944.0;100.0;1570.0;12.0;61.1;0.8537;3;16
311;3.0;1225.0;176.0;818.0;122.0;1719.0;13.6;54.6;0.8465;3;17
312;1.9;1065.0;107.0;962.0;97.0;1514.0;13.7;49.5;0.7695;3;18
313;2.7;1236.0;131.0;854.0;112.0;1688.0;11.7;57.1;0.7822;3;19
314;3.3;1309.0;166.0;812.0;128.0;1722.0;11.5;58.2;0.7867;3;2
315;1.7;1089.0;89.0;1006.0;101.0;1487.0;12.6;54.2;0.7881;3;21
316;1.3;1000.0;81.0;1141.0;96.0;1375.0;12.0;54.9;0.7664;3;22
317;1.3;1041.0;78.0;1105.0;86.0;1425.0;11.0;61.4;0.8057;3;23
318;1.2;1045.0;70.0;1137.0;85.0;1411.0;11.1;62.2;0.8199;3;0
319;1.1;997.0;76.0;1151.0;79.0;1405.0;10.8;62.5;0.8082;3;1
320;0.9;948.0;43.0;1320.0;61.0;1326.0;11.3;60.0;0.8025;3;2
321;0.6;878.0;246.8967349054159;1493.0;113.09125081011017;1272.0;10.6;61.6;0.7856;3;3
322;2.1527495439145166;908.0;44.0;1477.0;66.0;1287.0;10.2;62.7;0.7813;3;4
323;0.6;892.0;34.0;1572.0;54.0;1255.0;10.9;58.6;0.7628;3;5
324;0.8;954.0;43.0;1496.0;57.0;1255.0;10.8;57.2;0.7382;3;6
325;1.2;1045.0;79.0;1186.0;75.0;1403.0;10.4;59.2;0.7455;3;7
326;3.1;1383.0;174.0;832.0;97.0;1706.0;11.0;57.3;0.7501;3;8
327;4.4;1597.0;235.0;652.0;110.0;2080.0;11.2;56.9;0.7565;3;9
328;3.4;1318.0;218.0;762.0;113.0;1770.0;12.1;54.9;0.7734;3;1
329;1.7;1138.0;136.0;950.0;88.0;1505.0;15.1;44.3;0.7535;3;11
330;1.5;1098.0;117.0;1012.0;85.0;1440.0;15.6;40.6;0.7146;3;12
331;1.7;1118.0;119.0;959.0;96.0;1477.0;16.9;34.6;0.6597;3;13
332;2.2;1170.0;126.0;879.0;106.0;1566.0;16.6;35.6;0.6697;3;14
333;2.1527495439145166;1112.0;100.0;1015.0;91.0;1494.0;11.3;63.9;0.8554;3;15
334;2.7;1390.0;197.0;829.0;126.0;1730.0;9.6;81.1;0.972;3;16
335;2.8;1353.0;195.0;774.0;130.0;1783.0;11.7;69.1;0.9497;3;17
336;2.7;1260.0;156.0;828.0;111.0;1722.0;10.7;68.5;0.8794;3;18
337;4.5;1501.0;247.0;681.0;134.0;2008.0;10.7;67.3;0.8643;3;19
338;3.5;1273.0;190.0;795.0;136.0;1744.0;10.8;65.7;0.8486;3;2
339;2.6;1179.0;169.0;928.0;125.0;1571.0;10.3;66.3;0.8336;3;21
340;1.7;1047.0;118.0;1064.0;108.0;1435.0;10.1;66.9;0.8248;3;22
341;1.3;973.0;81.0;1186.0;87.0;1354.0;10.4;61.1;0.7717;3;23
342;1.3;997.0;80.0;1168.0;89.0;1341.0;10.3;59.9;0.7516;3;0
343;1.0;970.0;42.0;1400.0;58.0;1249.0;11.0;58.4;0.7686;3;1
344;0.7;902.0;38.0;1450.0;54.0;1253.0;9.1;68.1;0.789;3;2
345;0.7;921.0;246.8967349054159;1564.0;113.09125081011017;1224.0;9.5;68.2;0.8091;3;3
346;0.5;858.0;18.0;1707.0;28.0;1212.0;9.3;72.3;0.8496;3;4
347;0.5;878.0;12.0;1935.0;20.0;1158.0;9.9;66.8;0.8152;3;5
348;0.6;893.0;43.0;1604.0;51.0;1268.0;7.6;83.2;0.8695;3;6
349;1.1;1038.0;84.0;1260.0;82.0;1383.0;8.1;79.0;0.8544;3;7
350;2.7;1320.0;184.0;902.0;112.0;1721.0;8.7;74.6;0.8429;3;8
351;3.5;1353.0;202.0;740.0;119.0;1937.0;8.6;75.1;0.8415;3;9
352;2.3;1133.0;133.0;969.0;99.0;1552.0;9.7;69.7;0.8389;3;1
353;1.6;1066.0;130.0;1039.0;98.0;1468.0;11.0;64.4;0.8447;3;11
354;1.3;1027.0;106.0;1081.0;88.0;1442.0;13.6;53.0;0.8209;3;12
355;2.0;1106.0;132.0;958.0;96.0;1570.0;14.2;48.4;0.778;3;13
356;1.9;1038.0;106.0;976.0;81.0;1492.0;14.2;46.3;0.7438;3;14
357;1.9;1084.0;125.0;986.0;92.0;1501.0;16.0;41.3;0.7462;3;15
358;2.2;1105.0;138.0;939.0;105.0;1545.0;17.7;35.4;0.7094;3;16
359;2.0;1102.0;120.0;968.0;88.0;1527.0;17.1;37.4;0.7225;3;17
360;2.9;1240.0;158.0;836.0;103.0;1748.0;14.9;40.5;0.6835;3;18
361;5.2;1443.0;253.0;666.0;141.0;2060.0;13.4;47.8;0.7293;3;19
362;4.6;1389.0;231.0;692.0;133.0;1982.0;12.6;52.5;0.7642;3;2
363;2.5;1183.0;150.0;904.0;119.0;1539.0;12.2;53.2;0.7555;3;21
364;1.5;1014.0;99.0;1083.0;106.0;1376.0;10.6;56.1;0.714;3;22
365;1.2;979.0;75.0;1154.0;92.0;1324.0;9.9;59.5;0.7276;3;23
366;1.7;1048.0;93.0;1098.0;97.0;1373.0;9.6;61.1;0.7323;3;0
367;1.4;1024.0;79.0;1131.0;91.0;1357.0;9.7;61.6;0.7425;3;1
368;1.2;974.0;67.0;1208.0;83.0;1313.0;9.4;62.6;0.7398;3;2
369;0.6;862.0;246.8967349054159;1449.0;113.09125081011017;1219.0;8.2;68.5;0.7455;3;3
370;0.7;925.0;45.0;1398.0;59.0;1263.0;8.0;69.4;0.7459;3;4
371;0.8;952.0;72.0;1210.0;73.0;1312.0;7.7;72.4;0.7655;3;5
372;0.9;1005.0;103.0;1130.0;78.0;1363.0;8.0;71.8;0.7711;3;6
373;1.6;1122.0;132.0;1015.0;90.0;1438.0;8.5;66.3;0.7375;3;7
374;3.4;1351.0;239.0;783.0;110.0;1828.0;9.8;59.6;0.7214;3;8
375;3.8;1408.0;275.0;682.0;114.0;1928.0;11.2;57.0;0.7544;3;9
376;3.1;1304.0;232.0;772.0;119.0;1747.0;14.8;44.1;0.7407;3;1
377;2.7;1207.0;180.0;826.0;121.0;1664.0;16.8;35.3;0.6729;3;11
378;2.0;1099.0;112.0;948.0;97.0;1503.0;19.2;27.1;0.5976;3;12
379;2.3;1106.0;116.0;915.0;99.0;1535.0;19.1;26.2;0.5741;3;13
380;1.9;1009.0;103.0;1015.0;85.0;1391.0;16.3;30.8;0.5683;3;14
381;1.3;962.0;89.0;1152.0;75.0;1279.0;14.2;36.8;0.5922;3;15
382;1.9;1093.0;112.0;976.0;87.0;1454.0;13.4;41.0;0.6292;3;16
383;2.3;1180.0;127.0;886.0;102.0;1588.0;14.2;43.3;0.6982;3;17
384;2.4;1168.0;125.0;868.0;105.0;1580.0;12.1;45.6;0.6403;3;18
385;2.7;1168.0;120.0;876.0;98.0;1540.0;10.4;48.0;0.6046;3;19
386;2.6;1140.0;120.0;916.0;93.0;1490.0;10.0;51.1;0.628;3;2
387;1.5;1001.0;99.0;1097.0;91.0;1308.0;9.8;50.8;0.6172;3;21
388;1.2;953.0;79.0;1185.0;85.0;1252.0;9.7;50.4;0.6063;3;22
389;1.1;972.0;66.0;1237.0;74.0;1258.0;9.9;50.2;0.6103;3;23
390;1.5;1021.0;94.0;1144.0;87.0;1307.0;9.4;53.4;0.63;3;0
391;1.0;940.0;70.0;1290.0;79.0;1232.0;8.6;57.8;0.6488;3;1
392;1.2;1046.0;75.0;1142.0;78.0;1312.0;8.1;62.1;0.6746;3;2
393;1.1;1026.0;246.8967349054159;1191.0;113.09125081011017;1292.0;7.9;63.5;0.6777;3;3
394;2.1527495439145166;983.0;57.0;1209.0;63.0;1296.0;7.4;64.8;0.6683;3;4
395;0.8;915.0;32.0;1417.0;48.0;1212.0;8.2;58.9;0.6444;3;5
396;0.9;935.0;54.0;1373.0;59.0;1250.0;6.3;66.6;0.641;3;6
397;1.1;976.0;68.0;1270.0;65.0;1266.0;7.2;62.9;0.6396;3;7
398;1.5;1124.0;98.0;1050.0;71.0;1418.0;7.2;63.9;0.65;3;8
399;1.8;1163.0;128.0;922.0;84.0;1530.0;11.1;50.5;0.6654;3;9
400;2.1;1167.0;129.0;942.0;93.0;1520.0;15.5;36.1;0.6313;3;1
401;2.1;1121.0;130.0;992.0;99.0;1451.0;17.8;29.2;0.592;3;11
402;1.9;1071.0;111.0;994.0;93.0;1449.0;17.6;30.1;0.6013;3;12
403;2.1;1065.0;106.0;950.0;96.0;1467.0;19.1;26.8;0.5861;3;13
404;2.5;1157.0;137.0;888.0;114.0;1596.0;17.7;28.6;0.5735;3;14
405;1.9;1046.0;113.0;1051.0;101.0;1357.0;17.8;28.4;0.5737;3;15
406;2.2;1147.0;122.0;934.0;108.0;1538.0;18.7;26.0;0.5555;3;16
407;2.3;1119.0;137.0;916.0;117.0;1508.0;17.1;31.3;0.6038;3;17
408;2.7;1210.0;165.0;886.0;125.0;1586.0;15.8;36.1;0.644;3;18
409;3.0;1306.0;196.0;827.0;133.0;1621.0;14.7;40.1;0.6657;3;19
410;2.8;1258.0;174.0;841.0;119.0;1633.0;13.6;44.9;0.6991;3;2
411;2.2;1148.0;140.0;948.0;107.0;1475.0;12.5;48.1;0.6946;3;21
412;1.6;1108.0;102.0;1023.0;96.0;1421.0;11.8;50.8;0.7042;3;22
413;2.1;1231.0;130.0;906.0;105.0;1483.0;10.9;56.1;0.7326;3;23
414;2.3;1293.0;121.0;930.0;102.0;1464.0;10.9;55.9;0.7277;3;0
415;2.3;1274.0;111.0;939.0;97.0;1451.0;10.3;58.1;0.7278;3;1
416;1.7;1135.0;87.0;1013.0;79.0;1395.0;9.3;62.2;0.7294;3;2
417;2.2;1151.0;246.8967349054159;935.0;113.09125081011017;1501.0;8.2;66.7;0.7276;3;3
418;1.3;1010.0;77.0;1110.0;69.0;1396.0;8.3;64.9;0.7124;3;4
419;0.8;870.0;39.0;1325.0;52.0;1284.0;9.6;58.5;0.7;3;5
420;1.1;983.0;77.0;1251.0;62.0;1342.0;7.7;66.4;0.699;3;6
421;1.4;995.0;91.0;1219.0;69.0;1321.0;7.4;68.0;0.7043;3;7
422;1.3;1024.0;105.0;1136.0;75.0;1382.0;9.7;58.6;0.7035;3;8
423;1.9;1163.0;133.0;959.0;83.0;1486.0;12.5;50.1;0.7242;3;9
424;2.3;1218.0;128.0;918.0;94.0;1501.0;16.8;36.9;0.7018;3;1
425;2.3;1210.0;126.0;933.0;96.0;1514.0;19.2;31.3;0.6887;3;11
426;1.8;1114.0;92.0;1020.0;86.0;1438.0;21.3;26.4;0.6607;3;12
427;1.4;995.0;66.0;1159.0;72.0;1287.0;21.2;23.1;0.5768;3;13
428;1.0;927.0;50.0;1285.0;53.0;1189.0;18.6;25.0;0.5319;3;14
429;1.4;1002.0;70.0;1189.0;65.0;1260.0;18.0;27.3;0.5594;3;15
430;1.3;987.0;73.0;1213.0;70.0;1244.0;18.2;28.3;0.5848;3;16
431;1.3;993.0;77.0;1217.0;75.0;1238.0;17.0;31.4;0.6048;3;17
432;1.4;1012.0;86.0;1174.0;86.0;1301.0;15.6;35.0;0.617;3;18
433;1.9;1114.0;93.0;1068.0;94.0;1357.0;14.1;40.2;0.6438;3;19
434;1.8;1093.0;105.0;1102.0;103.0;1329.0;13.4;43.2;0.6623;3;2
435;1.1;968.0;67.0;1261.0;81.0;1246.0;12.3;46.8;0.6686;3;21
436;1.1;960.0;63.0;1266.0;80.0;1224.0;11.9;46.5;0.6449;3;22
437;1.1;942.0;63.0;1300.0;77.0;1204.0;11.5;46.6;0.6319;3;23
438;0.9;888.0;46.0;1396.0;58.0;1156.0;10.6;48.0;0.6135;3;0
439;0.6;818.0;21.0;1588.0;31.0;1071.0;10.7;45.8;0.5895;3;1
440;0.5;840.0;22.0;1643.0;38.0;1076.0;10.4;46.6;0.5901;3;2
441;0.7;894.0;246.8967349054159;1557.0;113.09125081011017;1095.0;10.1;47.8;0.5913;3;3
442;0.6;864.0;39.0;1496.0;59.0;1153.0;11.3;46.9;0.628;3;4
443;0.7;898.0;55.0;1441.0;70.0;1180.0;10.1;51.2;0.6341;3;5
444;0.9;946.0;76.0;1309.0;75.0;1232.0;9.9;50.7;0.6167;3;6
445;2.9;1309.0;181.0;844.0;103.0;1687.0;8.1;56.8;0.615;3;7
446;4.1;1326.0;259.0;714.0;134.0;1806.0;10.9;44.1;0.5748;3;8
447;1.5;966.0;118.0;1111.0;98.0;1258.0;11.8;37.6;0.5184;3;9
448;1.5;975.0;119.0;1133.0;97.0;1254.0;13.9;33.2;0.5222;3;1
449;1.5;988.0;123.0;1105.0;98.0;1293.0;15.6;30.1;0.5285;3;11
450;1.4;971.0;92.0;1129.0;78.0;1272.0;16.5;29.0;0.5406;3;12
451;1.6;1010.0;91.0;1070.0;83.0;1332.0;17.5;27.9;0.5517;3;13
452;1.5;984.0;103.0;1131.0;92.0;1268.0;17.9;26.8;0.5446;3;14
453;1.4;962.0;102.0;1131.0;81.0;1247.0;18.2;26.1;0.5387;3;15
454;1.5;1012.0;94.0;1098.0;90.0;1289.0;18.0;27.1;0.5522;3;16
455;1.9;1058.0;98.0;996.0;95.0;1358.0;17.0;28.9;0.5558;3;17
456;2.5;1173.0;126.0;905.0;114.0;1477.0;16.1;31.3;0.568;3;18
457;2.1;1127.0;108.0;957.0;106.0;1404.0;14.5;35.4;0.5839;3;19
458;1.6;1020.0;95.0;1066.0;99.0;1302.0;13.2;37.9;0.5733;3;2
459;1.2;949.0;78.0;1221.0;90.0;1178.0;13.1;34.4;0.517;3;21
460;1.1;930.0;61.0;1278.0;82.0;1137.0;13.5;28.5;0.4405;3;22
461;1.0;900.0;55.0;1339.0;74.0;1089.0;12.4;31.9;0.4583;3;23
462;1.0;899.0;57.0;1418.0;76.0;1050.0;13.1;26.8;0.4023;3;0
463;0.7;866.0;41.0;1468.0;66.0;1055.0;11.6;33.6;0.4595;3;1
464;0.7;900.0;46.0;1402.0;73.0;1130.0;10.5;42.9;0.5442;3;2
465;0.8;949.0;246.8967349054159;1457.0;113.09125081011017;1104.0;11.7;38.7;0.5298;3;3
466;2.1527495439145166;897.0;41.0;1462.0;69.0;1101.0;12.2;37.2;0.5277;3;4
467;0.7;956.0;52.0;1341.0;71.0;1117.0;12.9;33.9;0.5037;3;5
468;1.1;1054.0;111.0;1080.0;98.0;1266.0;11.3;40.3;0.5376;3;6
469;2.6;1343.0;191.0;839.0;115.0;1587.0;11.9;38.4;0.5341;3;7
470;4.0;1584.0;244.0;642.0;130.0;1947.0;13.3;35.6;0.5416;3;8
471;4.2;1556.0;283.0;674.0;150.0;1852.0;16.3;28.8;0.5305;3;9
472;4.7;1565.0;320.0;695.0;159.0;1872.0;17.9;28.2;0.5741;3;1
473;3.9;1429.0;249.0;734.0;146.0;1754.0;18.3;26.6;0.5529;3;11
474;3.7;1419.0;219.0;742.0;138.0;1763.0;20.8;22.5;0.5463;3;12
475;3.4;1373.0;200.0;791.0;128.0;1711.0;22.4;20.0;0.5352;3;13
476;2.2;1185.0;138.0;942.0;97.0;1448.0;20.9;21.7;0.5295;3;14
477;1.9;1122.0;118.0;991.0;91.0;1372.0;19.1;26.5;0.579;3;15
478;1.6;1085.0;99.0;1060.0;81.0;1325.0;18.1;30.6;0.6295;3;16
479;2.1;1249.0;112.0;874.0;99.0;1527.0;17.3;34.7;0.6788;3;17
480;2.2;1236.0;117.0;853.0;101.0;1532.0;15.8;40.4;0.7228;3;18
481;2.7;1334.0;129.0;815.0;106.0;1638.0;15.9;42.0;0.7541;3;19
482;2.4;1264.0;132.0;884.0;102.0;1534.0;15.9;43.5;0.779;3;2
483;1.3;1073.0;73.0;1072.0;84.0;1360.0;15.0;46.1;0.7833;3;21
484;1.2;1053.0;68.0;1147.0;81.0;1323.0;15.1;44.6;0.7574;3;22
485;1.5;1098.0;80.0;1094.0;91.0;1360.0;14.9;43.5;0.7302;3;23
486;1.3;1029.0;68.0;1180.0;82.0;1287.0;14.8;41.0;0.685;3;0
487;1.0;973.0;44.0;1287.0;64.0;1240.0;14.8;40.8;0.6814;3;1
488;0.9;972.0;47.0;1222.0;70.0;1256.0;14.8;40.8;0.6834;3;2
489;0.5;832.0;246.8967349054159;1613.0;113.09125081011017;1066.0;14.2;36.1;0.5823;3;3
490;0.5;851.0;15.0;1699.0;26.0;1064.0;14.5;36.1;0.5928;3;4
491;0.6;909.0;44.0;1473.0;58.0;1131.0;14.6;36.0;0.5947;3;5
492;1.0;1038.0;85.0;1220.0;93.0;1279.0;14.4;38.5;0.6291;3;6
493;3.1;1636.0;207.0;721.0;110.0;1926.0;13.8;58.2;0.9129;3;7
494;4.1;1580.0;230.0;639.0;115.0;1957.0;13.2;61.1;0.9256;3;8
495;2.2;1262.0;181.0;872.0;125.0;1576.0;10.4;74.4;0.9384;3;9
496;1.7;1197.0;144.0;957.0;118.0;1498.0;11.5;71.0;0.9582;3;1
497;1.9;1277.0;140.0;902.0;109.0;1579.0;12.2;70.0;0.9924;3;11
498;2.9;1430.0;204.0;779.0;123.0;1772.0;12.3;73.3;1.0442;3;12
499;2.2;1242.0;149.0;846.0;114.0;1638.0;11.3;78.1;1.0411;3;13
500;2.6;1349.0;171.0;804.0;114.0;1748.0;13.6;69.2;1.0746;3;14
501;3.1;1390.0;195.0;755.0;119.0;1799.0;14.9;59.3;0.9974;3;15
502;2.3;1224.0;152.0;850.0;111.0;1637.0;15.7;50.9;0.8997;3;16
503;2.4;1253.0;128.0;810.0;103.0;1681.0;15.2;52.9;0.9087;3;17
504;2.8;1312.0;121.0;821.0;103.0;1712.0;15.5;50.8;0.8881;3;18
505;2.7;1254.0;142.0;819.0;107.0;1669.0;14.3;52.9;0.8581;3;19
506;2.3;1198.0;131.0;882.0;105.0;1588.0;13.2;56.0;0.8446;3;2
507;1.5;1060.0;81.0;1044.0;91.0;1418.0;12.6;57.0;0.8315;3;21
508;1.4;1050.0;60.0;1078.0;79.0;1409.0;12.3;57.8;0.8224;3;22
509;1.2;1029.0;57.0;1098.0;79.0;1395.0;12.0;58.4;0.8164;3;23
510;1.6;1143.0;96.0;986.0;86.0;1477.0;12.0;61.6;0.8593;4;0
511;1.2;1044.0;85.0;1031.0;70.0;1425.0;11.5;63.9;0.8652;4;1
512;1.1;1034.0;50.0;1085.0;55.0;1405.0;10.7;67.2;0.863;4;2
513;0.9;956.0;246.8967349054159;1099.0;113.09125081011017;1422.0;9.0;73.1;0.8394;4;3
514;0.7;909.0;57.0;1237.0;49.0;1322.0;10.2;66.6;0.8299;4;4
515;0.9;996.0;64.0;1176.0;50.0;1340.0;11.0;63.7;0.8325;4;5
516;1.7;1154.0;153.0;1002.0;67.0;1561.0;9.6;68.8;0.8243;4;6
517;4.2;1510.0;342.0;675.0;94.0;1949.0;9.5;69.6;0.8273;4;7
518;6.2;1722.0;378.0;539.0;119.0;2439.0;11.9;60.9;0.8455;4;8
519;4.6;1512.0;304.0;631.0;139.0;2001.0;16.2;48.6;0.8892;4;9
520;2.8;1258.0;192.0;800.0;113.0;1701.0;19.2;39.6;0.8693;4;1
521;1.6;1094.0;130.0;970.0;88.0;1489.0;19.7;38.4;0.8743;4;11
522;1.7;1129.0;106.0;974.0;73.0;1524.0;20.6;36.7;0.8797;4;12
523;1.7;1125.0;102.0;937.0;73.0;1542.0;21.8;33.9;0.8771;4;13
524;1.7;1099.8331664998332;99.0;835.4936047158269;72.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;4;14
525;1.9;1099.8331664998332;108.0;835.4936047158269;81.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;4;15
526;2.3;1099.8331664998332;131.0;835.4936047158269;93.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;4;16
527;3.3;1308.0;163.0;793.0;106.0;1193.0;23.6;27.5;0.7913;4;17
528;4.2;1529.0;211.0;700.0;132.0;2028.0;22.8;32.1;0.8814;4;18
529;5.5;1592.0;267.0;624.0;164.0;2089.0;20.8;36.7;0.8878;4;19
530;4.9;1536.0;269.0;666.0;161.0;1922.0;18.3;40.9;0.8493;4;2
531;2.5;1192.0;154.0;827.0;124.0;1604.0;16.8;44.0;0.8341;4;21
532;2.0;1186.0;127.0;844.0;113.0;1570.0;15.8;48.0;0.8569;4;22
533;2.0;1203.0;122.0;898.0;103.0;1529.0;14.9;52.0;0.8757;4;23
534;2.0;1139.0;126.0;921.0;104.0;1514.0;14.1;54.4;0.8701;4;0
535;1.3;1072.0;84.0;986.0;93.0;1442.0;13.3;58.8;0.8922;4;1
536;1.0;954.0;58.0;1180.0;60.0;1350.0;13.3;60.9;0.9229;4;2
537;0.9;951.0;246.8967349054159;1137.0;113.09125081011017;1381.0;11.8;64.3;0.8869;4;3
538;2.1527495439145166;926.0;37.0;1195.0;52.0;1342.0;11.2;65.9;0.8775;4;4
539;0.7;968.0;56.0;1197.0;66.0;1372.0;11.3;72.9;0.9738;4;5
540;1.1;1067.0;91.0;1055.0;82.0;1448.0;11.4;71.8;0.9671;4;6
541;2.6;1386.0;159.0;798.0;109.0;1833.0;11.9;73.7;1.0254;4;7
542;3.9;1474.0;190.0;634.0;114.0;2060.0;12.6;70.2;1.0221;4;8
543;5.0;1569.0;249.0;634.0;139.0;2054.0;13.6;65.3;1.0136;4;9
544;3.3;1375.0;196.0;706.0;127.0;1898.0;16.9;52.3;1.0013;4;1
545;2.9;1328.0;180.0;738.0;127.0;1821.0;19.4;44.1;0.9855;4;11
546;3.1;1341.0;167.0;748.0;135.0;1825.0;22.9;33.8;0.9322;4;12
547;3.0;1297.0;159.0;765.0;130.0;1773.0;23.6;31.3;0.9001;4;13
548;2.7;1303.0;152.0;790.0;126.0;1761.0;24.7;30.5;0.9371;4;14
549;2.7;1281.0;149.0;809.0;121.0;1703.0;26.1;27.3;0.9101;4;15
550;2.6;1248.0;143.0;872.0;122.0;1632.0;27.6;22.8;0.8288;4;16
551;3.7;1382.0;185.0;778.0;138.0;1799.0;26.9;22.3;0.7792;4;17
552;4.5;1491.0;223.0;685.0;165.0;1915.0;24.3;30.1;0.9012;4;18
553;4.7;1620.0;215.0;641.0;154.0;2052.0;21.2;40.1;0.9978;4;19
554;5.5;1693.0;271.0;618.0;168.0;2083.0;19.4;42.5;0.9483;4;2
555;3.0;1374.0;180.0;771.0;146.0;1685.0;18.5;43.0;0.9074;4;21
556;1.9;1287.0;115.0;841.0;124.0;1582.0;17.8;47.0;0.9467;4;22
557;2.3;1408.0;149.0;761.0;124.0;1684.0;16.8;53.2;1.01;4;23
558;1.6;1254.0;98.0;828.0;106.0;1566.0;17.1;51.8;0.999;4;0
559;1.3;1141.0;73.0;936.0;88.0;1488.0;16.2;54.2;0.9933;4;1
560;1.2;1141.0;69.0;986.0;83.0;1455.0;15.1;58.2;0.9886;4;2
561;0.9;1042.0;246.8967349054159;1056.0;113.09125081011017;1410.0;15.1;57.6;0.9796;4;3
562;0.8;986.0;60.0;1145.0;74.0;1380.0;14.5;58.0;0.9488;4;4
563;0.8;1005.0;56.0;1103.0;64.0;1387.0;13.7;61.6;0.9631;4;5
564;0.9;1041.0;73.0;1112.0;69.0;1398.0;13.9;59.6;0.9408;4;6
565;2.0;1272.0;159.0;846.0;91.0;1660.0;13.3;61.7;0.9399;4;7
566;3.0;1436.0;203.0;704.0;96.0;1872.0;15.1;55.8;0.9486;4;8
567;3.1;1472.0;211.0;720.0;106.0;1816.0;17.0;50.5;0.9684;4;9
568;2.1527495439145166;1418.0;246.8967349054159;785.0;113.09125081011017;1720.0;19.7;43.3;0.9837;4;1
569;2.1527495439145166;1410.0;246.8967349054159;781.0;113.09125081011017;1743.0;20.7;41.7;1.0092;4;11
570;2.1527495439145166;1438.0;246.8967349054159;781.0;113.09125081011017;1779.0;23.3;35.8;1.0098;4;12
571;2.1527495439145166;1278.0;246.8967349054159;866.0;113.09125081011017;1621.0;23.8;30.5;0.8897;4;13
572;2.1527495439145166;1257.0;246.8967349054159;915.0;113.09125081011017;1573.0;24.8;27.0;0.8325;4;14
573;2.1527495439145166;1331.0;246.8967349054159;882.0;113.09125081011017;1635.0;25.0;27.5;0.8575;4;15
574;2.1527495439145166;1361.0;246.8967349054159;834.0;113.09125081011017;1704.0;25.8;26.5;0.8675;4;16
575;2.1527495439145166;1398.0;246.8967349054159;812.0;113.09125081011017;1722.0;25.1;27.1;0.8496;4;17
576;2.1527495439145166;1483.0;246.8967349054159;764.0;113.09125081011017;1798.0;23.7;28.6;0.8273;4;18
577;2.1527495439145166;1697.0;246.8967349054159;625.0;113.09125081011017;2153.0;22.1;36.8;0.9681;4;19
578;2.1527495439145166;1459.0;246.8967349054159;736.0;113.09125081011017;1823.0;19.9;47.5;1.0912;4;2
579;2.1527495439145166;1268.0;246.8967349054159;873.0;113.09125081011017;1602.0;18.7;50.4;1.0772;4;21
580;2.1527495439145166;1469.0;246.8967349054159;762.0;113.09125081011017;1870.0;18.1;51.3;1.0587;4;22
581;2.1527495439145166;1316.0;246.8967349054159;847.0;113.09125081011017;1644.0;17.5;53.8;1.0648;4;23
582;2.1527495439145166;1224.0;246.8967349054159;884.0;113.09125081011017;1580.0;16.7;56.5;1.0634;4;0
583;2.1527495439145166;1215.0;246.8967349054159;929.0;113.09125081011017;1551.0;15.9;59.2;1.0635;4;1
584;2.1527495439145166;1115.0;246.8967349054159;980.0;113.09125081011017;1500.0;15.2;62.4;1.0726;4;2
585;2.1527495439145166;1124.0;246.8967349054159;965.0;113.09125081011017;1521.0;14.7;65.0;1.0766;4;3
586;2.1527495439145166;1028.0;246.8967349054159;1090.0;113.09125081011017;1448.0;14.3;65.3;1.0594;4;4
587;2.1527495439145166;1010.0;246.8967349054159;1171.0;113.09125081011017;1434.0;13.7;66.5;1.0393;4;5
588;2.1527495439145166;1074.0;246.8967349054159;1020.0;113.09125081011017;1488.0;12.9;69.1;1.0264;4;6
589;2.1527495439145166;1034.0;246.8967349054159;1110.0;113.09125081011017;1423.0;13.7;64.8;1.0135;4;7
590;2.1527495439145166;1130.0;246.8967349054159;1063.0;113.09125081011017;1461.0;15.3;59.0;1.0181;4;8
591;2.1527495439145166;1275.0;246.8967349054159;868.0;113.09125081011017;1634.0;18.1;49.8;1.0272;4;9
592;2.1527495439145166;1324.0;246.8967349054159;846.0;113.09125081011017;1658.0;21.5;40.7;1.0301;4;1
593;2.1527495439145166;1268.0;246.8967349054159;906.0;113.09125081011017;1589.0;23.3;37.1;1.0457;4;11
594;2.1527495439145166;1272.0;246.8967349054159;895.0;113.09125081011017;1603.0;25.1;33.8;1.0594;4;12
595;2.1527495439145166;1160.0;246.8967349054159;969.0;113.09125081011017;1531.0;25.6;32.1;1.0393;4;13
596;2.1527495439145166;1136.0;246.8967349054159;1057.0;113.09125081011017;1476.0;25.8;31.1;1.0143;4;14
597;2.1527495439145166;1296.0;246.8967349054159;863.0;113.09125081011017;1642.0;26.1;30.8;1.0253;4;15
